#    itr              mu            ntot            mtot            etot
       1       39.764648        4.199799        0.898586       35.033044
       2       16.864893        4.200409       -0.736035       31.801035
       3       17.394833        4.200348        0.644784       33.159108
       4       17.615640        4.199677       -0.568502       33.808526
       5       17.840719        4.200378        0.502470       34.319631
       6       17.967271        4.200836       -0.446257       34.668814
       7       18.094003        4.200775        0.403788       34.982263
       8       18.133165        4.199707       -0.368752       35.142916
       9       18.191439        4.199341        0.338314       35.282876
      10       18.232327        4.199219       -0.315373       35.387178
      11       18.263070        4.200043        0.294986       35.498568
      12       18.274578        4.199524       -0.279970       35.558446
      13       18.295195        4.200073        0.266323       35.625719
      14       18.312808        4.199097       -0.253861       35.645173
      15       18.318776        4.200592        0.243505       35.708172
      16       18.333548        4.199432       -0.236510       35.728284
      17       18.336490        4.200684        0.230459       35.757085
      18       18.335370        4.200500       -0.223775       35.782550
      19       18.334186        4.199982        0.217816       35.790824
      20       18.341397        4.200409       -0.211840       35.807071
      21       18.365962        4.200470        0.206762       35.843760
      22       18.366539        4.199982       -0.204715       35.831093
      23       18.367151        4.200684        0.201859       35.849299
      24       18.367797        4.200134       -0.201185       35.852238
      25       18.370601        4.199554        0.199161       35.840831
      26       18.371446        4.200928       -0.198060       35.862426
      27       18.372340        4.200073        0.197067       35.873774
      28       18.356320        4.199280       -0.197161       35.832538
